source,dataset,examples,case_score
Synthetic,diabetic,ex10,0.9
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.72
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.55
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.81
Synthetic,diabetic,ex10,0.05
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.89
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.6
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.45
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.89
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.76
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.6
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.94
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.94
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.08
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.2
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.76
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.78
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.94
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.78
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.6
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.89
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.7
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.79
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.76
Synthetic,nlp,ex10,0.08
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.08
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.12
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.76
Synthetic,nlp,ex10,0.89
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.76
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.82
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.78
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.55
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.78
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.88
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.95
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.9
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.92
Synthetic,nlp,ex10,0.87
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.91
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.81
Synthetic,nlp,ex10,0.85
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.05
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.15
Synthetic,nlp,ex10,0.5
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.45
Synthetic,nlp,ex10,0.93
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.1
Synthetic,nlp,ex10,0.78
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.83
Synthetic,titanic,ex20,0.82
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.78
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.65
Synthetic,titanic,ex20,0.12
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.45
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.65
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.81
Synthetic,titanic,ex20,0.78
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.12
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.12
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.5
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.35
Synthetic,titanic,ex20,0.76
Synthetic,titanic,ex20,0.89
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.94
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.81
Synthetic,titanic,ex20,0.76
Synthetic,titanic,ex20,0.89
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.25
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.6
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.12
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.65
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.81
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.65
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.45
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.72
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.89
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.5
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.65
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.78
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.25
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.82
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.89
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.94
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.76
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.78
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.75
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.89
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.7
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.6
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.74
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.94
Synthetic,titanic,ex20,0.87
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.5
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.73
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.5
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.92
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.72
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.82
Synthetic,titanic,ex20,0.82
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.85
Synthetic,titanic,ex20,0.88
Synthetic,titanic,ex20,0.95
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.65
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.45
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.93
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.12
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.08
Synthetic,titanic,ex20,0.1
Synthetic,titanic,ex20,0.9
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.55
Synthetic,titanic,ex20,0.15
Synthetic,titanic,ex20,0.91
Synthetic,titanic,ex20,0.05
Synthetic,titanic,ex20,0.82
Synthetic,titanic,ex20,0.1
Synthetic,diabetic,ex20,0.89
Synthetic,diabetic,ex20,0.91
Synthetic,diabetic,ex20,0.88
Synthetic,diabetic,ex20,0.87
Synthetic,diabetic,ex20,0.1
Synthetic,diabetic,ex20,0.92
Synthetic,diabetic,ex20,0.88
